url,type,purpose,area,bedroom,bath,added,price,location,location_city,source
https://www.olx.com.pk/item/g-114-pha-c-type-3rd-floor-flat-for-sale-renovated-iid-1118783507,Flat,For Sale,"1,065 SQFT",2,2,5 hours ago,Rs 2.25 Crore,"G-11/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/10-marla-develop-possession-plot-in-q-p-l-v-t-block-at-prime-location-in-gulberg-green-islamabad-iid-1118783492,Plot,For Sale,10 Marla,,,5 hours ago,Rs 1.50 Crore,"Gulberg Residencia - Block Q, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/two-bedroom-luxurious-furnished-apartment-available-for-sale-iid-1118783479,Room,For Sale,900 SQFT,2,2,5 hours ago,Rs 1.30 Crore,"Smama Star Mall & Residency, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/g-114-fgeha-e-type-fully-renovated-ground-floor-flat-for-sale-iid-1118783474,Flat,For Sale,700 SQFT,2,2,5 hours ago,Rs 2.27 Crore,"G-11, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/g-114-fgeha-e-type-fully-renovated-3rd-floor-flat-for-sale-iid-1118783466,Flat,For Sale,700 SQFT,2,2,5 hours ago,Rs 2.27 Crore,"G-11, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/g-113-capital-heights-brand-new-apartment-flat-for-sale-iid-1118783442,Flat,For Sale,"1,600 SQFT",2,2,5 hours ago,Rs 3.50 Crore,"G-11/3, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/g-113-capital-heights-brand-new-apartment-flat-for-sale-iid-1118783432,Flat,For Sale,"2,150 SQFT",3,3,5 hours ago,Rs 4.50 Crore,"G-11, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/double-storey-new-real-picture-urgent-sale-iid-1118359863,Other,For Sale,7 Marla,5,6,5 hours ago,Rs 3.55 Crore,"G-15, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/double-story-real-picture-urgent-sale-iid-1117567390,Other,For Sale,12 Marla,6,6,5 hours ago,Rs 6 Crore,"G-15/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1500-square-feet-house-up-for-sale-in-g-104-iid-1118096337,House,For Sale,"1,500 SQFT",3,3,9 hours ago,Rs 5.20 Crore,"G-10/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/building-of-3200-square-feet-is-available-in-contemporary-neighborhood-of-g-9-iid-1118320638,Building,For Sale,"3,200 SQFT",,,1 week ago,Rs 60 Crore,"G-9/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/already-rented-shop-available-for-sale-on-main-road-iid-1117980936,Shop,For Sale,200 SQFT,,,6 days ago,Rs 50 Lacs,"GT Road, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/commercial-plot-available-for-sale-in-dha-phase-5-iid-1118716475,Commercial Plot,For Sale,8 Marla,,,2 days ago,Rs 8.50 Crore,"DHA Defence Phase 5, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/lavish-3-bedrooms-penthouse-available-for-sale-in-capital-residencia-iid-1118042991,Penthouse,For Sale,"4,500 SQFT",4,3,55 minutes ago,Rs 5.70 Crore,"Capital Residencia, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/brand-new-penthouse-available-for-sale-in-capital-residencia-iid-1118391413,Penthouse,For Sale,"4,200 SQFT",3,3,1 week ago,Rs 5.50 Crore,"Capital Residencia, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1st-floor-500-sqft-beautiful-office-in-j-7-mall-39-k-rent-coming-iid-1117801001,Office,For Sale,500 SQFT,1,1,5 days ago,Rs 75 Lacs,"D-17, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-prime-lower-ground-shop-for-sale-urban-square-mumtaz-city-iid-1117622981,Shop,For Sale,164 SQFT,,,2 weeks ago,Rs 93.59 Lacs,"Mumtaz City - Chanab Block, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/double-story-new-real-picture-urgent-sale-iid-1118359754,Other,For Sale,7 Marla,5,6,5 hours ago,Rs 3.25 Crore,"G-15, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/double-storey-new-with-solar-15-kv-iid-1118359736,Other,For Sale,12 Marla,6,6,5 hours ago,Rs 5.55 Crore,"G-15/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-8-marla-open-transferable-files-residential-plots-available-dha-phase-7-islamabad-iid-1118781265,Residential Plot,For Sale,5 Marla,,,6 hours ago,Rs 12 Lacs,"DHA Defence Phase 7, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-8-marla-residential-plots-for-sale-in-dha-phase-7-islamabad-bluebell-rose-magnolia-oleander-lilly-iid-1118781260,Residential Plot,For Sale,5 Marla,,,6 hours ago,Rs 45 Lacs,"DHA Defence Phase 7, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/10-marla-house-for-sale-sector-a-bahria-enclave-islamabad-iid-1117857865,House,For Sale,10 Marla,5,6,6 hours ago,Rs 5.35 Crore,"Bahria Enclave - Sector A, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/property-for-sale-in-bahria-enclave-sector-a-islamabad-is-available-under-rs-53500000-iid-1117704868,Other,For Sale,10 Marla,5,5,6 hours ago,Rs 5.35 Crore,"Bahria Enclave - Sector A, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/14-marla-house-for-sale-in-pwd-block-a-islamabad-iid-1118779252,House,For Sale,14 Marla,6,7,7 hours ago,Rs 5.50 Crore,"PWD Housing Society - Block A, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/05-marla-open-file-for-sale-lavender-block-in-dha-phase-7-valley-islamabad-iid-1118778798,File,For Sale,5 Marla,,,7 hours ago,Rs 12.50 Lacs,"DHA Valley - Lavander Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/08-marla-open-file-for-sale-lotus-block-in-dha-phase-7-valley-islamabad-iid-1118778621,File,For Sale,8 Marla,,,7 hours ago,Rs 16 Lacs,"DHA Valley - Lotus Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/05-marla-open-file-for-sale-iris-block-in-dha-phase-7-valley-islamabad-iid-1118778534,File,For Sale,5 Marla,,,7 hours ago,Rs 12 Lacs,"DHA Valley - Iris Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/08-marla-brand-new-butifull-and-good-location-3-bedroom-house-available-for-sale-in-dha-valley-phase-7-islamabad-iid-1118778368,Room,For Sale,8 Marla,3,3,7 hours ago,Rs 2.20 Crore,"DHA Valley - Oleander Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-2-bedroom-brand-new-beautiful-and-good-location-available-for-sale-in-lilly-e-block-dha-valley-phase-7-islamabad-iid-1118778187,Room,For Sale,5 Marla,2,2,7 hours ago,Rs 1.10 Crore,"DHA Valley - Lilly Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/plot-for-sale-in-sector-n-corner-possession-utility-paid-best-location-for-living-bahria-enclave-islamabad-iid-1118777906,Plot,For Sale,8 Marla,,,7 hours ago,Rs 1.70 Crore,"Bahria Enclave - Sector N, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/plot-for-sale-in-sector-f-1-dead-end-possession-utility-paid-best-location-for-living-bahria-enclave-islamabad-iid-1118777454,Plot,For Sale,8 Marla,,,7 hours ago,Rs 1.25 Crore,"Bahria Enclave - Sector F1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/8-marla-plot-for-sale-dha-valley-islamabad-phase-7-sector-bougainvillea-iid-1118775792,Plot,For Sale,8 Marla,,,8 hours ago,Rs 55 Lacs,"DHA Valley - Bogenvelia Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/ideal-investment-opportunity-560-sq-ft-lower-ground-shop-in-npf-o-9-islamabad-iid-1117366534,Shop,For Sale,560 SQFT,,,2 weeks ago,Rs 60 Lacs,"National Police Foundation O-9 - Block F, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/margalla-hils-four-bedrooms-apartment-available-for-sale-iid-1118335507,Room,For Sale,"2,700 SQFT",4,5,3 days ago,Rs 4.30 Crore,"E-11/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/2-bedroom-margalla-view-apartment-for-sale-tower-1-cube-apartments-bahria-enclave-islamabad-iid-1117709953,Room,For Sale,"1,052 SQFT",2,2,2 weeks ago,Rs 1.05 Crore,"Bahria Enclave - Sector C1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/flat-available-for-sale-block-c-g153-islamabad-iid-1117086303,Flat,For Sale,"1,400 SQFT",2,2,5 days ago,Rs 1.10 Crore,"G-15/3, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/sector-n-street-19-a-sami-develop-corner-plot-direct-deal-with-owner-iid-1116458885,Plot,For Sale,5 Marla,,,4 days ago,Rs 65 Lacs,"Bahria Enclave - Sector N, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/3rd-floor-office-available-for-sale-iid-1118220766,Office,For Sale,"1,936 SQFT",,,2 weeks ago,Rs 26 Crore,"New Blue Area, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/f-10-silver-oaks-fully-furnished-7600sqft-4-bed-room-with-attach-bath-penthouse-available-for-sale-with-modern-living-standard-amenities-iid-1117472405,Penthouse,For Sale,"7,600 SQFT",4,5,3 days ago,Rs 35 Crore,"Silver Oaks Apartments, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/residential-plot-for-sale-zamar-valley-islamabad-iid-1118134900,Residential Plot,For Sale,6 Marla,,,2 days ago,Rs 62 Lacs,"Zamar Valley, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/house-for-sale-iid-1118773616,House,For Sale,14 Marla,5,5,8 hours ago,Rs 10.25 Crore,"G-9/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/best-for-investors-prime-commercial-plaza-in-b-17-islamabad-16-shops-12-apartments-pkr-11m-monthly-iid-1118774738,Apartment,For Sale,"18,000 SQFT",,,9 hours ago,Rs 24 Crore,"B-17, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/plot-for-sale-in-sector-n-possession-utility-paid-reasonable-price-best-location-for-living-bahria-enclave-islamabad-iid-1118773869,Plot,For Sale,5 Marla,,,9 hours ago,Rs 1.20 Crore,"Bahria Enclave - Sector N, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/commercial-unit-for-sale-f-10-markaz-islamabad-iid-1118773047,Other,For Sale,416 SQYD,,,9 hours ago,Rs 28 Crore,"F-10 Markaz, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/10-marla-residential-plot-for-sale-iid-1118740240,Residential Plot,For Sale,10 Marla,,,9 hours ago,Rs 1.70 Crore,"Gulberg Residencia - Block Q, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/ideal-corner-797-square-yards-residential-plot-available-in-g-154-islamabad-iid-1118454306,Residential Plot,For Sale,797 SQYD,,,10 hours ago,Rs 6 Crore,"G-15/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/get-your-hands-on-flat-in-islamabad-best-area-for-sale-iid-1118324063,Flat,For Sale,"2,340 SQFT",Studio,1,10 hours ago,Rs 1.55 Crore,"G-15/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/buying-a-residential-plot-in-faisal-town-phase-2-islamabad-iid-1118321370,Residential Plot,For Sale,1 Kanal,,,10 hours ago,Rs 80 Lacs,"Faisal Town Phase 2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/20-kanal-residential-plot-for-sale-in-rs-250000000-only-iid-1118321369,Residential Plot,For Sale,20 Kanal,,,10 hours ago,Rs 25 Crore,"Khayaban-e-Kashmir Zone 4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/perfect-1650-square-feet-flat-in-g-154-for-sale-iid-1118321367,Flat,For Sale,"1,650 SQFT",2,2,10 hours ago,Rs 1.25 Crore,"G-15/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1800-square-feet-residential-plot-in-g-15-for-sale-at-good-location-iid-1118321365,Residential Plot,For Sale,"1,800 SQFT",,,10 hours ago,Rs 1.70 Crore,"G-15/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/own-a-residential-plot-in-5-marla-islamabad-iid-1118321358,Residential Plot,For Sale,5 Marla,,,10 hours ago,Rs 28 Lacs,"Faisal Town Phase 2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/residential-plot-of-2800-square-feet-for-sale-in-g-164-iid-1118317255,Residential Plot,For Sale,"2,800 SQFT",,,10 hours ago,Rs 2.15 Crore,"G-16/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/plot-for-sale-iid-1118769943,Plot,For Sale,5 Marla,,,10 hours ago,Rs 42 Lacs,"Parliamentarians Enclave, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/sec-c1-10m-marla-sun-face-prime-location-plot-available-for-sale-iid-1118769382,Plot,For Sale,10 Marla,,,11 hours ago,Rs 2.35 Crore,"Bahria Enclave - Sector C1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/4-bedroom-apartment-for-sale-in-margalla-hills-building-sector-e-111-islamabad-iid-1118160456,Room,For Sale,"2,800 SQFT",4,5,1 week ago,Rs 4.40 Crore,"E-11/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/d-171-extension-8-marla-plot-available-for-sale-iid-1117786496,Plot,For Sale,200 SQYD,,,1 week ago,Rs 1.18 Crore,"D-17, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-luxury-house-for-sale-in-faisal-margalla-city-fmc-b-17-islamabad-iid-1118082208,House,For Sale,5 Marla,5,6,2 weeks ago,Rs 2.80 Crore,"Faisal Margalla City, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/residential-plots-and-commercial-plots-iid-1117608090,Residential Plot,For Sale,5 Marla,,,3 weeks ago,Rs 85 Lacs,"Chatha Bakhtawar, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/brand-new-luxury-apartment-2076-square-feet-3-bedrooms-apartment-for-sale-in-eighteen-islamabad-iid-1117939289,Room,For Sale,"2,076 SQFT",3,4,4 days ago,Rs 6.80 Crore,"Eighteen, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/house-for-sale-15-marla-single-story-gangal-east-near-highway-islamabad-iid-1117627371,House,For Sale,400 SQFT,1,1,3 days ago,Rs 35 Lacs,"Koral Chowk, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/luxury-fully-furnished-1-bed-apartment-for-sale-pavilion-7-eighteen-islamabad-1000-sq-ft-iid-1118443096,Apartment,For Sale,"1,000 SQFT",1,1,2 days ago,Rs 3 Crore,"Eighteen, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-corner-ready-to-construct-plot-iid-1117600760,Plot,For Sale,5 Marla,,,3 weeks ago,Rs 85 Lacs,"Gulberg Residencia - Block V, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/60x100-666-yards-proper-corner-sun-face-plot-for-sale-g-144-iid-1118769140,Plot,For Sale,666 SQYD,,,11 hours ago,Rs 10.50 Crore,"G-14/4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/sec-f-10-marla-solid-land-hills-facing-lop-approved-plot-for-sale-iid-1118769134,Plot,For Sale,10 Marla,,,11 hours ago,Rs 1.90 Crore,"Bahria Enclave - Sector F, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/25x40-4-marla-brand-new-house-for-sale-g-142-iid-1118769028,House,For Sale,4 Marla,4,4,11 hours ago,Rs 3.70 Crore,"G-14/2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/35x70-10-marla-street-88-plot-for-sale-g-142-iid-1118769011,Plot,For Sale,10 Marla,,,11 hours ago,Rs 3.95 Crore,"G-14/2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/35x70-10-marla-street-68-70-ft-road-plot-for-sale-g-142-iid-1118769008,Plot,For Sale,10 Marla,,,11 hours ago,Rs 3.87 Crore,"G-14/2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/park-view-city-islamabad-iid-1118768990,Other,For Sale,"1,125 SQFT",,,11 hours ago,Rs 38 Lacs,"Park View City Phase 2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/dha-transfer-no-fake-rentals-dha-phase-4-islamabad-iid-1118768905,Other,For Sale,160 SQFT,,,11 hours ago,Rs 65 Lacs,"DHA Defence Phase 1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/b-17-block-g-1-kanal-first-owner-iid-1118362888,Other,For Sale,500 SQYD,,,11 hours ago,Rs 1.35 Crore,"MPCHS - Block G, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/250-sq-yd-plot-for-sale-block-e-iid-1117902194,Plot,For Sale,250 SQYD,,,11 hours ago,Rs 2.50 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/500-sq-yd-plot-for-sale-block-a-iid-1117902122,Plot,For Sale,500 SQYD,,,11 hours ago,Rs 4.20 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/500-sq-yd-plot-for-sale-block-a-iid-1117902077,Plot,For Sale,500 SQYD,,,11 hours ago,Rs 3.30 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/500-sq-yd-plot-for-sale-block-h-iid-1117902023,Plot,For Sale,500 SQYD,,,11 hours ago,Rs 3.10 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/500-sq-yd-plot-for-sale-block-d-iid-1117901988,Plot,For Sale,500 SQYD,,,11 hours ago,Rs 3.45 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/500-sq-yd-plot-for-sale-margalla-orchard-block-b-iid-1117901931,Plot,For Sale,500 SQYD,,,11 hours ago,Rs 3.55 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/500-sq-yd-pair-plots-for-sale-margalla-orchard-iid-1117901843,Plot,For Sale,500 SQYD,,,11 hours ago,Rs 7.60 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/level-possession-plot-sector-d-extra-land-iid-1118138955,Plot,For Sale,"2,500 SQYD",,,3 days ago,Rs 5.50 Crore,"Naval Farms Housing Scheme, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/margalla-orchard-corner-commercial-plot-with-extra-land-profit-dem-3-crore-save-3-crore-best-for-investment-iid-1117657582,Commercial Plot,For Sale,5 Marla,,,4 days ago,Rs 10.50 Crore,"Margalla Orchard, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-luxury-house-for-sale-faisal-margalla-city-fmc-b-17-islamabad-iid-1118082100,House,For Sale,5 Marla,5,6,2 weeks ago,Rs 2.80 Crore,"Faisal Margalla City, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-level-near-to-doubal-road-for-sale-iid-1118379154,Other,For Sale,5 Marla,,,4 days ago,Rs 78 Lacs,"I-16/1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-kanal-residential-plot-available-for-sale-in-multi-gardens-mpchs-b-17-block-f-islamabad-iid-1117280869,Residential Plot,For Sale,1 Kanal,,,6 days ago,Rs 2.25 Crore,"MPCHS - Block F, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1000-sq-yd-pair-house-for-sale-500-sq-yd-each-iid-1118768289,House,For Sale,"1,000 SQYD",6,7,11 hours ago,Rs 25 Crore,"Bahria Enclave - Sector C2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/river-view-north-block-b-5-marla-plot-dha-4-rawalpindi-iid-1118768106,Plot,For Sale,5 Marla,,,11 hours ago,Rs 65 Lacs,"DHA Defence Phase 4, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/stunning-4-marla-commercial-plot-in-dha-defence-phase-5-available-iid-1118767837,Commercial Plot,For Sale,4 Marla,,,11 hours ago,Rs 6.25 Crore,"DHA Defence Phase 5, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-kanal-ready-to-construct-plot-at-very-reasonable-price-iid-1118767628,Plot,For Sale,20 Marla,,,11 hours ago,Rs 1.60 Crore,"Gulberg Residencia, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/best-location-1-kanal-plot-for-sale-at-reasonable-price-in-naval-anchorage-islamabad-iid-1117639716,Plot,For Sale,1 Kanal,,,11 hours ago,Rs 2.40 Crore,"Naval Anchorage, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-1th-ballot-daffodils-block-boulevard-for-sale-in-dha-valley-phase-7-islmabad-iid-1118766365,Other,For Sale,5 Marla,,,12 hours ago,Rs 38 Lacs,"DHA Valley - Daffodils Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/islamabad-g153-plote-for-sale-iid-1118765851,Plot,For Sale,5 Marla,,,12 hours ago,Rs 1.35 Crore,"G-15/3, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/proper-corner-commercial-plot-for-sale-in-g-92-bazar-no-08-in-front-of-new-blue-area-islamabad-iid-1118766027,Commercial Plot,For Sale,5 Marla,,,12 hours ago,Rs 18.50 Crore,"G-9/2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/corner-plaza-for-sale-in-g-10-islamabad-iid-1118766021,Other,For Sale,6 Marla,,,12 hours ago,Rs 23.50 Crore,"G-10, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/house-for-sale-in-g-13-islamabad-iid-1118766010,House,For Sale,7 Marla,5,6,12 hours ago,Rs 5.35 Crore,"G-13, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/35x70-plot-for-sale-in-f-144-islamabad-iid-1118765998,Plot,For Sale,10 Marla,,,12 hours ago,Rs 1.14 Crore,"F-14, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-kanal-plot-for-sale-in-f-142-islamabad-iid-1118765990,Plot,For Sale,1 Kanal,,,12 hours ago,Rs 1.85 Crore,"F-14, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/brand-new-1-kanal-house-for-sale-in-g-13-islamabad-iid-1118765982,House,For Sale,1 Kanal,6,7,12 hours ago,Rs 14.50 Crore,"G-13, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/brand-new-4-marla-house-for-sale-in-g-14-islamabad-iid-1118765975,House,For Sale,4 Marla,5,5,12 hours ago,Rs 3.39 Crore,"G-14, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/corner-house-40x80-14-marla-for-sale-in-g-13-islamabad-iid-1118765967,House,For Sale,14 Marla,6,6,12 hours ago,Rs 12.50 Crore,"G-13, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/house-for-sale-constructed-1-year-ago-iid-1118511152,House,For Sale,7 Marla,4,7,3 days ago,Rs 6.50 Crore,"Margalla Town Phase 2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/07-marla-30x60-brand-new-designer-house-for-sale-in-g-132-islamabad-iid-1118708062,House,For Sale,7 Marla,4,6,1 day ago,Rs 6.90 Crore,"G-13/2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/brand-new-14-marla-house-available-for-sale-in-g-13-iid-1118502025,House,For Sale,"3,200 SQFT",6,7,2 days ago,Rs 12.50 Crore,"G-13, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/rented-corporate-office-for-sale-high-rental-return-iid-1117663537,Office,For Sale,"4,258 SQFT",,,1 week ago,Rs 21 Crore,"Gulberg Greens, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/a-60ft-road-sun-facing-beautiful-brand-new-double-storey-house-available-for-sale-lop-approved-iid-1118061432,House,For Sale,7 Marla,5,7,2 weeks ago,Rs 4.09 Crore,"Jinnah Gardens Phase 1, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/house-for-sale-5-marla-iid-1118757906,House,For Sale,5 Marla,2,3,12 hours ago,Rs 1.07 Crore,"Anaya Heights, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-kanal-house-for-sale-in-g-13-islamabad-iid-1118765956,House,For Sale,1 Kanal,6,6,12 hours ago,Rs 10 Crore,"G-13, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/6-marla-commercial-plot-for-sale-in-mumtaz-city-chenab-block-islamabad-iid-1118765941,Commercial Plot,For Sale,6 Marla,,,12 hours ago,Rs 3 Crore,"Mumtaz City - Chanab Block, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/proper-corner-plot-for-sale-in-g-132-islamabad-iid-1118765925,Plot,For Sale,16 Marla,,,12 hours ago,Rs 32 Crore,"G-13/2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/5-marla-house-for-sale-in-g-153-fgeha-islamabad-iid-1118765905,House,For Sale,5 Marla,5,5,12 hours ago,Rs 3.50 Crore,"G-15/3, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-kanal-plot-for-sale-in-g-14-islamabad-iid-1118765889,Plot,For Sale,1 Kanal,,,12 hours ago,Rs 4 Crore,"G-14, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/14-marla-plot-for-sale-in-g-143-islamabad-iid-1118765886,Plot,For Sale,14 Marla,,,12 hours ago,Rs 4.45 Crore,"G-14/3, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/1-kanal-plot-for-sale-in-dha-phase-2-islamabad-iid-1118765882,Plot,For Sale,1 Kanal,,,12 hours ago,Rs 5.25 Crore,"DHA Defence Phase 2, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/10-marla-plot-for-sale-in-one-of-the-finest-project-by-faisal-town-group-iid-1118765800,Plot,For Sale,10 Marla,,,12 hours ago,Rs 1 Crore,"Faisal Margalla City, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/8marla-1th-ballot-position-and-construction-latter-plot-for-sale-in-dha-valley-phase-7-islmabad-iid-1118765746,Plot,For Sale,8 Marla,,,12 hours ago,Rs 70 Lacs,"DHA Valley - Bluebell Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/8-marla-ballot-plot-for-sale-in-boganvila-block-dha-valley-phase-7-islamabad-iid-1118765371,Plot,For Sale,8 Marla,,,12 hours ago,Rs 52 Lacs,"DHA Valley - Bogenvelia Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/3570-double-storey-corner-house-for-sale-in-g-9-iid-1118727443,House,For Sale,10 Marla,4,4,12 hours ago,Rs 8.50 Crore,"G-9, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/2550-double-house-for-sale-in-i-101-iid-1118727418,House,For Sale,5 Marla,3,3,12 hours ago,Rs 3.30 Crore,"I-10, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/8marla-ballot-plot-for-sale-in-rose-block-dha-valley-phase-7-islamabad-iid-1118765204,Plot,For Sale,8 Marla,,,12 hours ago,Rs 42 Lacs,"DHA Valley - Rose Sector, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/flat-for-sale-near-to-expressway-iid-1118765057,Flat,For Sale,800 SQFT,2,2,12 hours ago,Rs 80 Lacs,"Ghauri Town, Islamabad",Islamabad,OLX
https://www.olx.com.pk/item/8-marla-plots-for-sale-in-dha-phase-7-old-dha-valley-iid-1117906013,Plot,For Sale,8 Marla,,,2 days ago,Rs 65 Lacs,"DHA Defence Phase 7, Islamabad",Islamabad,OLX
